timestamp,open,high,low,close,volume
2026-07-01 00:00:00+00:00,437.5,437.5,437.5,437.5,2
2026-07-01 00:01:00+00:00,451.0,451.0,451.0,451.0,3
2026-07-01 00:04:00+00:00,416.5,416.5,416.5,416.5,1
2026-07-01 00:04:00+00:00,-19.5,-19.5,-19.5,-19.5,1
2026-07-01 00:04:00+00:00,436.0,436.0,436.0,436.0,1
2026-07-01 00:11:00+00:00,418.0,418.0,418.0,418.0,1
2026-07-01 00:11:00+00:00,437.5,438.5,437.5,438.5,3
2026-07-01 00:12:00+00:00,418.5,418.5,418.5,418.5,1
2026-07-01 00:15:00+00:00,437.5,437.5,437.5,437.5,1
2026-07-01 00:17:00+00:00,419.0,419.0,419.0,419.0,1
2026-07-01 00:20:00+00:00,438.5,438.5,438.5,438.5,1
2026-07-01 00:24:00+00:00,438.0,438.0,438.0,438.0,1
2026-07-01 00:31:00+00:00,438.5,438.5,438.5,438.5,1
2026-07-01 00:33:00+00:00,418.0,418.0,418.0,418.0,2
2026-07-01 02:05:00+00:00,452.5,452.5,452.5,452.5,3
2026-07-01 02:49:00+00:00,419.0,419.0,419.0,419.0,2
2026-07-01 03:07:00+00:00,439.0,439.0,439.0,439.0,3
2026-07-01 03:28:00+00:00,439.5,439.5,439.5,439.5,1
2026-07-01 03:37:00+00:00,420.0,420.0,420.0,420.0,1
2026-07-01 03:43:00+00:00,419.5,419.5,419.5,419.5,2
2026-07-01 04:26:00+00:00,419.5,419.5,419.5,419.5,1
2026-07-01 04:41:00+00:00,439.0,439.0,439.0,439.0,5
2026-07-01 05:44:00+00:00,439.0,439.0,439.0,439.0,2
2026-07-01 05:54:00+00:00,420.0,420.0,420.0,420.0,1
2026-07-01 05:54:00+00:00,439.5,439.5,439.5,439.5,1
2026-07-01 06:42:00+00:00,438.5,438.5,438.5,438.5,1
2026-07-01 06:46:00+00:00,419.0,419.0,419.0,419.0,2
2026-07-01 06:52:00+00:00,419.0,419.0,419.0,419.0,2
2026-07-01 07:31:00+00:00,419.0,419.0,419.0,419.0,1
2026-07-01 07:57:00+00:00,439.0,439.0,439.0,439.0,3
2026-07-01 07:57:00+00:00,454.0,454.0,454.0,454.0,3
2026-07-01 08:00:00+00:00,439.0,439.0,439.0,439.0,3
2026-07-01 08:06:00+00:00,419.5,419.5,419.5,419.5,1
2026-07-01 08:21:00+00:00,420.0,420.0,420.0,420.0,1
2026-07-01 08:27:00+00:00,420.5,420.5,420.5,420.5,1
2026-07-01 08:29:00+00:00,419.5,419.5,419.5,419.5,1
2026-07-01 10:05:00+00:00,452.0,452.0,452.0,452.0,3
2026-07-01 10:05:00+00:00,417.5,417.5,417.5,417.5,6
2026-07-01 10:16:00+00:00,418.5,418.5,418.5,418.5,2
2026-07-01 10:46:00+00:00,438.5,438.5,438.5,438.5,1
2026-07-01 11:39:00+00:00,420.0,420.0,420.0,420.0,2
2026-07-01 11:40:00+00:00,439.5,439.5,439.5,439.5,3
2026-07-01 11:41:00+00:00,420.0,420.0,420.0,420.0,1
2026-07-01 11:46:00+00:00,440.5,441.0,440.5,441.0,13
2026-07-01 11:46:00+00:00,456.0,456.0,456.0,456.0,2
2026-07-01 11:46:00+00:00,420.5,423.0,420.5,423.0,9
2026-07-01 11:47:00+00:00,422.5,422.5,422.5,422.5,3
2026-07-01 11:47:00+00:00,457.0,457.0,457.0,457.0,3
2026-07-01 11:48:00+00:00,423.5,423.5,423.0,423.0,6
2026-07-01 11:49:00+00:00,423.5,423.5,423.5,423.5,2
2026-07-01 11:50:00+00:00,441.5,441.5,441.5,441.5,1
2026-07-01 11:51:00+00:00,423.0,423.0,423.0,423.0,1
2026-07-01 11:53:00+00:00,424.0,424.0,424.0,424.0,1
2026-07-01 11:54:00+00:00,423.5,423.5,423.5,423.5,2
2026-07-01 11:55:00+00:00,458.0,458.0,458.0,458.0,2
2026-07-01 11:56:00+00:00,423.0,423.0,423.0,423.0,12
2026-07-01 11:56:00+00:00,-19.0,-19.0,-19.0,-19.0,2
2026-07-01 11:56:00+00:00,442.0,442.0,442.0,442.0,32
2026-07-01 11:57:00+00:00,423.5,423.5,423.5,423.5,1
2026-07-01 12:00:00+00:00,443.0,443.0,443.0,443.0,1
2026-07-01 12:02:00+00:00,457.0,457.0,457.0,457.0,4
2026-07-01 12:05:00+00:00,423.5,423.5,423.5,423.5,1
2026-07-01 12:14:00+00:00,441.5,441.5,441.5,441.5,2
2026-07-01 12:30:00+00:00,456.0,456.0,456.0,456.0,3
2026-07-01 12:38:00+00:00,422.0,422.0,422.0,422.0,1
2026-07-01 13:30:00+00:00,420.5,421.0,420.5,421.0,8
2026-07-01 13:30:00+00:00,441.5,442.0,441.5,442.0,7
2026-07-01 13:30:00+00:00,457.0,457.0,457.0,457.0,3
2026-07-01 13:31:00+00:00,442.0,442.0,442.0,442.0,1
2026-07-01 13:33:00+00:00,438.5,438.5,438.5,438.5,1
2026-07-01 13:36:00+00:00,442.5,442.5,442.5,442.5,2
2026-07-01 13:38:00+00:00,423.0,423.0,423.0,423.0,9
2026-07-01 13:41:00+00:00,424.0,424.0,424.0,424.0,1
2026-07-01 13:41:00+00:00,443.0,443.0,443.0,443.0,2
2026-07-01 13:42:00+00:00,424.0,424.0,424.0,424.0,1
2026-07-01 13:42:00+00:00,458.5,458.5,458.5,458.5,3
2026-07-01 13:43:00+00:00,424.0,424.0,424.0,424.0,1
2026-07-01 13:44:00+00:00,424.0,424.0,424.0,424.0,1
2026-07-01 13:45:00+00:00,-34.0,-34.0,-34.0,-34.0,5
2026-07-01 13:47:00+00:00,443.5,443.5,443.5,443.5,6
2026-07-01 13:48:00+00:00,424.0,424.0,423.5,423.5,2
2026-07-01 13:50:00+00:00,422.0,423.0,422.0,423.0,2
2026-07-01 13:51:00+00:00,423.0,423.0,423.0,423.0,1
2026-07-01 13:52:00+00:00,442.5,442.5,442.0,442.0,2
2026-07-01 13:52:00+00:00,457.5,457.5,457.5,457.5,6
2026-07-01 13:53:00+00:00,442.5,442.5,442.5,442.5,1
2026-07-01 13:53:00+00:00,457.5,457.5,457.5,457.5,3
2026-07-01 14:02:00+00:00,441.5,441.5,441.5,441.5,1
2026-07-01 14:06:00+00:00,456.0,456.0,456.0,456.0,3
2026-07-01 14:14:00+00:00,420.5,420.5,420.5,420.5,9
2026-07-01 14:15:00+00:00,420.0,420.0,420.0,420.0,3
2026-07-01 14:17:00+00:00,455.0,455.0,455.0,455.0,3
2026-07-01 14:19:00+00:00,455.0,455.0,455.0,455.0,3
2026-07-01 14:19:00+00:00,419.5,419.5,419.5,419.5,1
2026-07-01 14:19:00+00:00,439.5,439.5,439.5,439.5,3
2026-07-01 14:22:00+00:00,440.0,440.0,440.0,440.0,3
2026-07-01 14:22:00+00:00,455.5,455.5,455.5,455.5,3
2026-07-01 14:30:00+00:00,419.0,419.5,419.0,419.5,2
2026-07-01 14:38:00+00:00,419.0,419.0,419.0,419.0,6
2026-07-01 14:39:00+00:00,419.0,419.0,419.0,419.0,6
2026-07-01 14:40:00+00:00,420.0,420.0,420.0,420.0,1
2026-07-01 14:44:00+00:00,454.5,454.5,454.5,454.5,3
2026-07-01 14:48:00+00:00,455.5,455.5,455.5,455.5,3
2026-07-01 15:07:00+00:00,439.5,439.5,439.5,439.5,2
2026-07-01 15:12:00+00:00,454.5,454.5,454.5,454.5,3
2026-07-01 15:29:00+00:00,440.0,440.0,440.0,440.0,1
2026-07-01 15:49:00+00:00,420.0,420.0,420.0,420.0,1
2026-07-01 16:19:00+00:00,441.0,441.0,441.0,441.0,2
2026-07-01 16:28:00+00:00,420.5,420.5,420.5,420.5,1
2026-07-01 16:33:00+00:00,421.0,421.0,421.0,421.0,1
2026-07-01 16:34:00+00:00,421.5,421.5,421.5,421.5,2
2026-07-01 16:38:00+00:00,441.0,441.0,441.0,441.0,1
2026-07-01 16:40:00+00:00,421.0,421.0,421.0,421.0,3
2026-07-01 16:54:00+00:00,421.5,421.5,421.5,421.5,1
