timestamp,open,high,low,close,volume
2026-07-01 00:00:00+00:00,588.0,588.0,588.0,588.0,2
2026-07-01 00:00:00+00:00,605.0,605.0,605.0,605.0,1
2026-07-01 00:02:00+00:00,588.5,588.5,588.5,588.5,1
2026-07-01 00:11:00+00:00,592.5,592.5,592.5,592.5,1
2026-07-01 00:17:00+00:00,593.0,593.0,593.0,593.0,3
2026-07-01 00:24:00+00:00,592.5,592.5,592.5,592.5,1
2026-07-01 00:46:00+00:00,592.0,592.0,592.0,592.0,3
2026-07-01 01:11:00+00:00,590.5,590.5,590.5,590.5,1
2026-07-01 01:17:00+00:00,591.5,591.5,591.5,591.5,1
2026-07-01 02:04:00+00:00,594.0,594.0,594.0,594.0,6
2026-07-01 02:05:00+00:00,593.5,593.5,593.5,593.5,1
2026-07-01 02:16:00+00:00,594.5,594.5,594.5,594.5,4
2026-07-01 02:37:00+00:00,595.0,595.0,595.0,595.0,1
2026-07-01 02:47:00+00:00,595.0,595.0,595.0,595.0,1
2026-07-01 03:01:00+00:00,597.0,597.5,597.0,597.5,7
2026-07-01 03:06:00+00:00,597.5,598.0,597.5,598.0,20
2026-07-01 03:07:00+00:00,597.5,597.5,597.5,597.5,1
2026-07-01 03:48:00+00:00,596.5,596.5,596.5,596.5,1
2026-07-01 03:54:00+00:00,597.0,597.0,597.0,597.0,1
2026-07-01 03:56:00+00:00,597.0,597.0,597.0,597.0,1
2026-07-01 04:12:00+00:00,612.5,612.5,612.5,612.5,1
2026-07-01 04:13:00+00:00,597.5,597.5,597.5,597.5,1
2026-07-01 04:13:00+00:00,612.5,612.5,612.5,612.5,2
2026-07-01 05:01:00+00:00,597.5,597.5,597.5,597.5,3
2026-07-01 05:01:00+00:00,612.5,612.5,612.5,612.5,7
2026-07-01 05:21:00+00:00,598.0,598.0,598.0,598.0,2
2026-07-01 05:21:00+00:00,613.0,613.0,613.0,613.0,4
2026-07-01 05:40:00+00:00,597.0,597.0,597.0,597.0,1
2026-07-01 06:32:00+00:00,596.0,596.0,596.0,596.0,1
2026-07-01 06:36:00+00:00,595.0,595.0,595.0,595.0,1
2026-07-01 06:47:00+00:00,594.0,594.0,594.0,594.0,2
2026-07-01 07:13:00+00:00,593.5,593.5,593.5,593.5,10
2026-07-01 07:21:00+00:00,593.0,593.0,593.0,593.0,11
2026-07-01 07:21:00+00:00,608.0,608.0,608.0,608.0,2
2026-07-01 07:22:00+00:00,608.0,608.0,608.0,608.0,2
2026-07-01 07:39:00+00:00,593.0,593.0,593.0,593.0,3
2026-07-01 07:52:00+00:00,594.5,594.5,594.5,594.5,1
2026-07-01 07:55:00+00:00,594.5,594.5,594.5,594.5,1
2026-07-01 08:31:00+00:00,621.5,621.5,621.5,621.5,1
2026-07-01 08:34:00+00:00,593.5,593.5,593.5,593.5,1
2026-07-01 08:34:00+00:00,609.5,609.5,609.5,609.5,3
2026-07-01 08:35:00+00:00,609.5,609.5,609.5,609.5,3
2026-07-01 08:48:00+00:00,594.5,594.5,594.5,594.5,16
2026-07-01 08:51:00+00:00,595.0,595.5,595.0,595.5,13
2026-07-01 10:05:00+00:00,620.5,620.5,620.5,620.5,3
2026-07-01 10:05:00+00:00,592.0,592.0,592.0,592.0,14
2026-07-01 10:05:00+00:00,607.0,607.0,607.0,607.0,14
2026-07-01 10:06:00+00:00,591.0,591.0,591.0,591.0,3
2026-07-01 10:07:00+00:00,605.5,606.0,605.5,606.0,6
2026-07-01 10:41:00+00:00,620.5,620.5,620.5,620.5,2
2026-07-01 10:42:00+00:00,620.5,620.5,620.5,620.5,1
2026-07-01 10:43:00+00:00,608.0,608.0,608.0,608.0,3
2026-07-01 10:56:00+00:00,607.0,607.0,607.0,607.0,2
