ts_recv,ts_event,rtype,publisher_id,instrument_id,raw_symbol,security_update_action,instrument_class,min_price_increment,display_factor,expiration,activation,high_limit_price,low_limit_price,max_price_variation,trading_reference_price,unit_of_measure_qty,min_price_increment_amount,price_ratio,inst_attrib_value,underlying_id,raw_instrument_id,market_depth_implied,market_depth,market_segment_id,max_trade_vol,min_lot_size,min_lot_size_block,min_lot_size_round_lot,min_trade_vol,contract_multiplier,decay_quantity,original_contract_size,trading_reference_date,appl_id,maturity_year,decay_start_date,channel_id,currency,settl_currency,secsubtype,group,exchange,asset,cfi,security_type,unit_of_measure,underlying,strike_price_currency,strike_price,match_algorithm,md_security_trading_status,main_fraction,price_display_format,settl_price_type,sub_fraction,underlying_product,maturity_month,maturity_day,maturity_week,user_defined_instrument,contract_multiplier_unit,flow_schedule_type,tick_rule,symbol
2025-02-24 00:00:00+00:00,2025-02-23 12:03:30.254000+00:00,19,1,42079701,MZSQ5-MZSQ6,A,S,0.5,1.0,2025-07-25 18:20:00+00:00,2025-02-21 22:30:00+00:00,141.0,-139.0,2.5,1.0,,,,795723,0,42079701,2,10,70,10000,0,0,0,1,2147483647,2147483647,2147483647,20140,340,2025,65535,15,USD,,SP,ZS,XCBT,MZS,FMAXSX,FUT,BU,,,,K,255,255,255,3,255,2,8,255,255,N,127,127,255,MZSQ5-MZSQ6
2025-02-24 00:00:00+00:00,2025-02-23 12:03:30.404000+00:00,19,1,42011633,MZSK5-MZSU5,A,S,0.5,1.0,2025-04-25 18:20:00+00:00,2025-02-21 22:30:00+00:00,139.5,-140.5,2.5,-0.5,,,,795723,0,42011633,2,10,70,10000,0,0,0,1,2147483647,2147483647,2147483647,20140,340,2025,65535,15,USD,,SP,ZS,XCBT,MZS,FMAXSX,FUT,BU,,,,K,255,255,255,3,255,2,5,255,255,N,127,127,255,MZSK5-MZSU5
2025-02-24 00:00:00+00:00,2025-02-23 12:03:30.704000+00:00,19,1,42079720,MZSK6-MZSX6,A,S,0.5,1.0,2026-04-24 18:20:00+00:00,2025-02-21 22:30:00+00:00,163.5,-116.5,2.5,23.5,,,,795723,0,42079720,2,10,70,10000,0,0,0,1,2147483647,2147483647,2147483647,20140,340,2026,65535,15,USD,,SP,ZS,XCBT,MZS,FMAXSX,FUT,BU,,,,K,255,255,255,3,255,2,5,255,255,N,127,127,255,MZSK6-MZSX6
2025-02-24 00:00:00+00:00,2025-02-23 12:03:30.454000+00:00,19,1,42079715,MZSX5-MZSK6,A,S,0.5,1.0,2025-10-24 18:20:00+00:00,2025-02-21 22:30:00+00:00,128.0,-152.0,2.5,-12.0,,,,795723,0,42079715,2,10,70,10000,0,0,0,1,2147483647,2147483647,2147483647,20140,340,2025,65535,15,USD,,SP,ZS,XCBT,MZS,FMAXSX,FUT,BU,,,,K,255,255,255,3,255,2,11,255,255,N,127,127,255,MZSX5-MZSK6
2025-02-24 00:00:00+00:00,2025-02-23 12:03:31.454000+00:00,19,1,42050414,MZSX5-MZSU6,A,S,0.5,1.0,2025-10-24 18:20:00+00:00,2025-02-21 22:30:00+00:00,148.5,-131.5,2.5,8.5,,,,795723,0,42050414,2,10,70,10000,0,0,0,1,2147483647,2147483647,2147483647,20140,340,2025,65535,15,USD,,SP,ZS,XCBT,MZS,FMAXSX,FUT,BU,,,,K,255,255,255,3,255,2,11,255,255,N,127,127,255,MZSX5-MZSU6
2025-02-24 00:00:00+00:00,2025-02-23 12:03:30.754000+00:00,19,1,42060511,MZSN6-MZSX6,A,S,0.5,1.0,2026-06-26 18:20:00+00:00,2025-02-21 22:30:00+00:00,169.5,-110.5,2.5,29.5,,,,795723,0,42060511,2,10,70,10000,0,0,0,1,2147483647,2147483647,2147483647,20140,340,2026,65535,15,USD,,SP,ZS,XCBT,MZS,FMAXSX,FUT,BU,,,,K,255,255,255,3,255,2,7,255,255,N,127,127,255,MZSN6-MZSX6
2025-02-24 00:00:00+00:00,2025-02-23 12:03:30.654000+00:00,19,1,42079710,MZSX5-MZSH6,A,S,0.5,1.0,2025-10-24 18:20:00+00:00,2025-02-21 22:30:00+00:00,131.0,-149.0,2.5,-9.0,,,,795723,0,42079710,2,10,70,10000,0,0,0,1,2147483647,2147483647,2147483647,20140,340,2025,65535,15,USD,,SP,ZS,XCBT,MZS,FMAXSX,FUT,BU,,,,K,255,255,255,3,255,2,11,255,255,N,127,127,255,MZSX5-MZSH6
2025-02-24 00:00:00+00:00,2025-02-23 12:03:29.654000+00:00,19,1,42050409,MZSN5-MZSX5,A,S,0.5,1.0,2025-06-20 18:20:00+00:00,2025-02-21 22:30:00+00:00,153.5,-126.5,2.5,13.5,,,,795723,0,42050409,2,10,70,10000,0,0,0,1,2147483647,2147483647,2147483647,20140,340,2025,65535,15,USD,,SP,ZS,XCBT,MZS,FMAXSX,FUT,BU,,,,K,255,255,255,3,255,2,7,255,255,N,127,127,255,MZSN5-MZSX5
2025-02-24 00:00:00+00:00,2025-02-23 12:03:29.104000+00:00,19,1,42004078,MZSH6,A,F,0.5,1.0,2026-02-20 19:20:00+00:00,2025-02-21 22:30:00+00:00,1138.5,998.5,10.0,1068.5,500.0,2.5,,794703,0,42004078,2,10,70,1999,0,0,0,1,2147483647,2147483647,2147483647,20140,340,2026,65535,15,USD,,,ZS,XCBT,MZS,FCAXSX,FUT,BU,,,,K,255,255,255,7,255,2,3,255,255,N,127,127,255,MZSH6
2025-02-24 00:00:00+00:00,2025-02-23 12:03:31.254000+00:00,19,1,42050405,MZSK5-MZSQ6,A,S,0.5,1.0,2025-04-25 18:20:00+00:00,2025-02-21 22:30:00+00:00,126.5,-153.5,2.5,-13.5,,,,795723,0,42050405,2,10,70,10000,0,0,0,1,2147483647,2147483647,2147483647,20140,340,2025,65535,15,USD,,SP,ZS,XCBT,MZS,FMAXSX,FUT,BU,,,,K,255,255,255,3,255,2,5,255,255,N,127,127,255,MZSK5-MZSQ6
