timestamp,open,high,low,close,volume,symbol
2025-02-24T01:00:00+00:00,603.5,603.5,601.0,602.5,90.0,MZWK5
2025-02-24T01:01:00+00:00,630.0,630.0,630.0,630.0,10.0,MZWU5
2025-02-24T01:02:00+00:00,616.0,616.5,616.0,616.5,30.0,MZWN5
2025-02-24T01:03:00+00:00,603.0,603.5,603.0,603.5,30.0,MZWK5
2025-02-24T01:04:00+00:00,603.0,603.0,603.0,603.0,30.0,MZWK5
2025-02-24T01:05:00+00:00,603.0,603.0,603.0,603.0,10.0,MZWK5
2025-02-24T01:06:00+00:00,617.0,617.0,616.5,616.5,50.0,MZWN5
2025-02-24T01:07:00+00:00,616.5,616.5,616.5,616.5,84.0,MZWN5
2025-02-24T01:08:00+00:00,603.5,603.5,603.5,603.5,83.0,MZWK5
2025-02-24T01:10:00+00:00,603.5,603.5,603.5,603.5,20.0,MZWK5
2025-02-24T01:11:00+00:00,616.5,616.5,616.5,616.5,13.0,MZWN5
2025-02-24T01:12:00+00:00,630.5,630.5,630.5,630.5,10.0,MZWU5
2025-02-24T01:13:00+00:00,616.5,616.5,616.5,616.5,40.0,MZWN5
2025-02-24T01:14:00+00:00,603.0,603.0,603.0,603.0,20.0,MZWK5
2025-02-24T01:15:00+00:00,603.0,603.0,603.0,603.0,20.0,MZWK5
2025-02-24T01:17:00+00:00,630.0,630.0,630.0,630.0,20.0,MZWU5
2025-02-24T01:18:00+00:00,602.5,602.5,602.5,602.5,10.0,MZWK5
2025-02-24T01:20:00+00:00,630.0,630.0,630.0,630.0,10.0,MZWU5
2025-02-24T01:22:00+00:00,616.0,616.0,616.0,616.0,10.0,MZWN5
2025-02-24T01:25:00+00:00,616.0,616.0,616.0,616.0,10.0,MZWN5
2025-02-24T01:28:00+00:00,630.0,630.0,630.0,630.0,10.0,MZWU5
2025-02-24T01:29:00+00:00,602.5,602.5,602.5,602.5,10.0,MZWK5
2025-02-24T01:32:00+00:00,630.0,630.0,630.0,630.0,10.0,MZWU5
2025-02-24T01:34:00+00:00,616.0,616.0,616.0,616.0,10.0,MZWN5
2025-02-24T01:37:00+00:00,616.5,616.5,616.5,616.5,10.0,MZWN5
2025-02-24T01:40:00+00:00,616.0,616.0,616.0,616.0,10.0,MZWN5
2025-02-24T01:41:00+00:00,602.5,602.5,602.5,602.5,30.0,MZWK5
2025-02-24T02:28:00+00:00,601.0,601.0,601.0,601.0,10.0,MZWK5
2025-02-24T02:53:00+00:00,601.0,601.0,601.0,601.0,10.0,MZWK5
2025-02-24T03:22:00+00:00,599.5,599.5,599.5,599.5,10.0,MZWK5
2025-02-24T03:25:00+00:00,599.5,599.5,599.5,599.5,3.0,MZWK5
2025-02-24T03:49:00+00:00,613.0,613.0,613.0,613.0,3.0,MZWN5
2025-02-24T04:14:00+00:00,599.5,599.5,599.5,599.5,1.0,MZWK5
2025-02-24T05:25:00+00:00,599.0,599.0,599.0,599.0,10.0,MZWK5
2025-02-24T05:30:00+00:00,598.5,598.5,598.5,598.5,10.0,MZWK5
2025-02-24T05:31:00+00:00,598.0,598.0,597.5,597.5,30.0,MZWK5
2025-02-24T05:41:00+00:00,597.5,597.5,597.5,597.5,20.0,MZWK5
2025-02-24T06:27:00+00:00,611.5,611.5,611.5,611.5,3.0,MZWN5
2025-02-24T07:01:00+00:00,598.0,598.0,598.0,598.0,10.0,MZWK5
2025-02-24T07:10:00+00:00,626.5,626.5,626.5,626.5,3.0,MZWU5
2025-02-24T07:22:00+00:00,597.5,597.5,597.5,597.5,20.0,MZWK5
2025-02-24T07:26:00+00:00,597.0,597.0,597.0,597.0,7.0,MZWK5
2025-02-24T07:43:00+00:00,625.0,625.0,625.0,625.0,3.0,MZWU5
2025-02-24T08:03:00+00:00,597.0,597.0,597.0,597.0,20.0,MZWK5
2025-02-24T08:10:00+00:00,596.5,596.5,596.5,596.5,11.0,MZWK5
2025-02-24T08:36:00+00:00,596.0,596.0,596.0,596.0,3.0,MZWK5
2025-02-24T08:53:00+00:00,610.0,610.0,610.0,610.0,10.0,MZWN5
2025-02-24T08:54:00+00:00,596.5,596.5,596.5,596.5,30.0,MZWK5
