timestamp,open,high,low,close,volume,symbol
2025-02-24T01:00:00+00:00,510.0,510.0,509.0,509.5,256.0,MZCN5
2025-02-24T01:02:00+00:00,505.0,505.0,505.0,505.0,203.0,MZCK5
2025-02-24T01:04:00+00:00,477.5,477.5,477.5,477.5,10.0,MZCU5
2025-02-24T01:05:00+00:00,477.5,477.5,477.5,477.5,10.0,MZCU5
2025-02-24T01:06:00+00:00,505.0,505.0,505.0,505.0,20.0,MZCK5
2025-02-24T01:09:00+00:00,504.5,504.5,504.5,504.5,64.0,MZCK5
2025-02-24T01:15:00+00:00,509.0,509.0,509.0,509.0,10.0,MZCN5
2025-02-24T01:16:00+00:00,509.0,509.0,509.0,509.0,30.0,MZCN5
2025-02-24T01:28:00+00:00,504.0,504.0,504.0,504.0,20.0,MZCK5
2025-02-24T01:34:00+00:00,509.0,509.0,509.0,509.0,32.0,MZCN5
2025-02-24T01:36:00+00:00,477.5,477.5,477.5,477.5,21.0,MZCU5
2025-02-24T01:38:00+00:00,504.5,504.5,504.5,504.5,10.0,MZCK5
2025-02-24T01:39:00+00:00,504.5,504.5,504.5,504.5,10.0,MZCK5
2025-02-24T01:40:00+00:00,504.5,504.5,504.5,504.5,20.0,MZCK5
2025-02-24T01:42:00+00:00,509.0,509.0,509.0,509.0,8.0,MZCN5
2025-02-24T01:55:00+00:00,508.5,508.5,508.5,508.5,10.0,MZCN5
2025-02-24T02:16:00+00:00,504.0,504.0,504.0,504.0,1.0,MZCK5
2025-02-24T02:20:00+00:00,508.5,508.5,508.5,508.5,10.0,MZCN5
2025-02-24T02:38:00+00:00,508.5,508.5,508.5,508.5,3.0,MZCN5
2025-02-24T02:55:00+00:00,504.0,504.0,504.0,504.0,2.0,MZCK5
2025-02-24T03:13:00+00:00,503.5,503.5,503.5,503.5,10.0,MZCK5
2025-02-24T03:25:00+00:00,508.0,508.0,508.0,508.0,10.0,MZCN5
2025-02-24T03:41:00+00:00,508.0,508.0,508.0,508.0,10.0,MZCN5
2025-02-24T04:08:00+00:00,476.5,476.5,476.5,476.5,2.0,MZCU5
2025-02-24T05:37:00+00:00,502.5,502.5,502.5,502.5,12.0,MZCK5
2025-02-24T06:03:00+00:00,502.5,502.5,502.5,502.5,3.0,MZCK5
2025-02-24T06:45:00+00:00,476.0,476.0,476.0,476.0,1.0,MZCU5
2025-02-24T07:23:00+00:00,476.0,476.0,476.0,476.0,7.0,MZCU5
2025-02-24T07:25:00+00:00,476.0,476.0,476.0,476.0,7.0,MZCU5
2025-02-24T07:36:00+00:00,502.5,502.5,502.5,502.5,3.0,MZCK5
2025-02-24T07:48:00+00:00,503.0,503.0,503.0,503.0,3.0,MZCK5
2025-02-24T08:00:00+00:00,503.0,503.0,503.0,503.0,10.0,MZCK5
2025-02-24T08:04:00+00:00,475.5,475.5,475.5,475.5,11.0,MZCU5
2025-02-24T08:08:00+00:00,502.0,502.0,502.0,502.0,10.0,MZCK5
2025-02-24T08:09:00+00:00,475.0,475.0,475.0,475.0,1.0,MZCU5
2025-02-24T08:11:00+00:00,506.0,506.0,506.0,506.0,4.0,MZCN5
2025-02-24T08:13:00+00:00,501.0,501.0,501.0,501.0,10.0,MZCK5
2025-02-24T08:16:00+00:00,505.5,505.5,505.5,505.5,4.0,MZCN5
2025-02-24T08:21:00+00:00,505.5,505.5,505.5,505.5,4.0,MZCN5
2025-02-24T08:50:00+00:00,501.5,501.5,501.5,501.5,10.0,MZCK5
2025-02-24T09:03:00+00:00,501.5,501.5,501.5,501.5,10.0,MZCK5
2025-02-24T09:10:00+00:00,501.5,501.5,501.5,501.5,40.0,MZCK5
2025-02-24T09:17:00+00:00,501.5,501.5,501.5,501.5,10.0,MZCK5
2025-02-24T09:21:00+00:00,501.5,501.5,501.5,501.5,10.0,MZCK5
2025-02-24T09:28:00+00:00,506.0,506.0,506.0,506.0,1.0,MZCN5
2025-02-24T09:35:00+00:00,501.5,501.5,501.5,501.5,8.0,MZCK5
2025-02-24T09:36:00+00:00,501.5,501.5,501.5,501.5,20.0,MZCK5
2025-02-24T09:37:00+00:00,502.0,502.0,502.0,502.0,10.0,MZCK5
2025-02-24T09:42:00+00:00,501.5,501.5,501.5,501.5,1.0,MZCK5
2025-02-24T09:51:00+00:00,501.5,501.5,501.5,501.5,4.0,MZCK5
2025-02-24T09:53:00+00:00,506.0,506.0,506.0,506.0,1.0,MZCN5
2025-02-24T09:55:00+00:00,501.5,501.5,501.5,501.5,6.0,MZCK5
2025-02-24T09:57:00+00:00,506.0,506.0,506.0,506.0,1.0,MZCN5
2025-02-24T10:15:00+00:00,501.5,501.5,501.5,501.5,27.0,MZCK5
2025-02-24T10:29:00+00:00,501.0,501.0,501.0,501.0,10.0,MZCK5
2025-02-24T10:38:00+00:00,501.0,501.0,501.0,501.0,30.0,MZCK5
2025-02-24T10:45:00+00:00,500.5,500.5,500.5,500.5,20.0,MZCK5
2025-02-24T10:53:00+00:00,500.5,500.5,500.5,500.5,10.0,MZCK5
2025-02-24T10:55:00+00:00,500.5,500.5,500.5,500.5,10.0,MZCK5
2025-02-24T10:57:00+00:00,500.5,500.5,500.5,500.5,10.0,MZCK5
2025-02-24T11:00:00+00:00,500.5,500.5,500.5,500.5,30.0,MZCK5
2025-02-24T11:05:00+00:00,500.5,500.5,500.5,500.5,30.0,MZCK5
2025-02-24T11:14:00+00:00,500.5,500.5,500.5,500.5,20.0,MZCK5
2025-02-24T11:25:00+00:00,500.5,500.5,500.5,500.5,20.0,MZCK5
2025-02-24T11:26:00+00:00,500.5,500.5,500.5,500.5,10.0,MZCK5
2025-02-24T11:31:00+00:00,500.5,500.5,500.5,500.5,10.0,MZCK5
2025-02-24T11:32:00+00:00,500.5,500.5,500.5,500.5,10.0,MZCK5
2025-02-24T11:34:00+00:00,500.5,500.5,500.5,500.5,10.0,MZCK5
2025-02-24T11:36:00+00:00,500.5,500.5,500.5,500.5,10.0,MZCK5
2025-02-24T11:40:00+00:00,500.5,500.5,500.5,500.5,12.0,MZCK5
2025-02-24T11:49:00+00:00,500.5,500.5,500.5,500.5,23.0,MZCK5
2025-02-24T11:52:00+00:00,500.5,500.5,500.5,500.5,29.0,MZCK5
2025-02-24T12:17:00+00:00,500.0,500.0,500.0,500.0,20.0,MZCK5
2025-02-24T12:18:00+00:00,500.0,500.0,500.0,500.0,10.0,MZCK5
2025-02-24T12:24:00+00:00,501.0,501.0,501.0,501.0,10.0,MZCK5
2025-02-24T12:25:00+00:00,505.5,505.5,505.5,505.5,23.0,MZCN5
2025-02-24T12:31:00+00:00,475.0,475.0,475.0,475.0,4.0,MZCU5
