ts_recv,ts_event,rtype,publisher_id,instrument_id,ts_ref,price,quantity,sequence,ts_in_delta,stat_type,channel_id,update_action,stat_flags,symbol
2026-07-01 00:00:00.151148230+00:00,2026-07-01 00:00:00.151020963+00:00,24,1,42002138,,1119.5,2147483647,29477863,14738,8,15,1,0,MZSQ6
2026-07-01 00:00:00.151148230+00:00,2026-07-01 00:00:00.151020963+00:00,24,1,42002138,,1129.5,2147483647,29477863,14738,7,15,1,0,MZSQ6
2026-07-01 00:00:00.345158123+00:00,2026-07-01 00:00:00.345038261+00:00,24,1,42002175,,1111.0,2147483647,29481104,14308,8,15,1,0,MZSU6
2026-07-01 00:00:00.345158123+00:00,2026-07-01 00:00:00.345038261+00:00,24,1,42002175,,1159.0,2147483647,29481104,14308,7,15,1,0,MZSU6
2026-07-01 00:00:10.000870201+00:00,2026-07-01 00:00:10.000356513+00:00,24,1,42003029,,1104.5,2147483647,29519635,12063,8,15,1,0,MZSX6
2026-07-01 00:00:10.000870201+00:00,2026-07-01 00:00:10.000356513+00:00,24,1,42003029,,1164.0,2147483647,29519635,12063,7,15,1,0,MZSX6
2026-07-01 00:00:12.457207367+00:00,2026-07-01 00:00:12.457065019+00:00,24,1,42002138,,1129.0,2147483647,29522395,14664,7,15,1,0,MZSQ6
2026-07-01 00:00:20.796857082+00:00,2026-07-01 00:00:20.796717371+00:00,24,1,42002138,,1120.0,2147483647,29533363,15192,8,15,1,0,MZSQ6
2026-07-01 00:00:21.547891511+00:00,2026-07-01 00:00:21.547759077+00:00,24,1,42002138,,1128.5,2147483647,29533866,14100,7,15,1,0,MZSQ6
2026-07-01 00:00:22.796090948+00:00,2026-07-01 00:00:22.795956893+00:00,24,1,42002138,,1128.0,2147483647,29534855,13859,7,15,1,0,MZSQ6
2026-07-01 00:00:25.707908772+00:00,2026-07-01 00:00:25.707766077+00:00,24,1,42002138,,1127.5,2147483647,29538835,13990,7,15,1,0,MZSQ6
2026-07-01 00:00:29.295763899+00:00,2026-07-01 00:00:29.295623821+00:00,24,1,42002138,,1120.5,2147483647,29540332,14646,8,15,1,0,MZSQ6
2026-07-01 00:00:33.140340639+00:00,2026-07-01 00:00:33.140199417+00:00,24,1,42002138,,1121.0,2147483647,29542369,16412,8,15,1,0,MZSQ6
2026-07-01 00:01:00.132284154+00:00,2026-07-01 00:01:00.132063701+00:00,24,1,42003029,,1143.0,2147483647,29556796,14866,8,15,1,0,MZSX6
2026-07-01 00:01:00.132297015+00:00,2026-07-01 00:01:00.132063701+00:00,24,1,42003029,,1144.5,2147483647,29556797,14130,7,15,1,0,MZSX6
2026-07-01 00:01:00.132372543+00:00,2026-07-01 00:01:00.132071093+00:00,24,1,42002138,,1123.0,2147483647,29556802,12855,8,15,1,0,MZSQ6
2026-07-01 00:01:00.132384659+00:00,2026-07-01 00:01:00.132071093+00:00,24,1,42002138,,1124.5,2147483647,29556803,13619,7,15,1,0,MZSQ6
2026-07-01 00:01:00.132401879+00:00,2026-07-01 00:01:00.132071093+00:00,24,1,42002175,,1127.5,2147483647,29556804,14914,8,15,1,0,MZSU6
2026-07-01 00:01:00.132412113+00:00,2026-07-01 00:01:00.132071093+00:00,24,1,42002175,,1129.5,2147483647,29556805,12782,7,15,1,0,MZSU6
2026-07-01 00:01:00.132433327+00:00,2026-07-01 00:01:00.132071093+00:00,24,1,42015321,,1153.5,2147483647,29556806,12563,8,15,1,0,MZSF7
2026-07-01 00:01:00.132433327+00:00,2026-07-01 00:01:00.132071093+00:00,24,1,42015321,,1180.0,2147483647,29556806,12563,7,15,1,0,MZSF7
2026-07-01 00:01:00.132517860+00:00,2026-07-01 00:01:00.132191759+00:00,24,1,42015321,,1163.5,2147483647,29556815,11225,7,15,1,0,MZSF7
2026-07-01 00:01:00.132543166+00:00,2026-07-01 00:01:00.132191759+00:00,24,1,42006989,,1162.0,2147483647,29556817,11857,8,15,1,0,MZSH7
2026-07-01 00:01:00.132543166+00:00,2026-07-01 00:01:00.132191759+00:00,24,1,42006989,,1220.0,2147483647,29556817,11857,7,15,1,0,MZSH7
2026-07-01 00:01:00.132557411+00:00,2026-07-01 00:01:00.132191759+00:00,24,1,42006989,,1171.0,2147483647,29556818,13289,7,15,1,0,MZSH7
2026-07-01 00:01:00.133380530+00:00,2026-07-01 00:01:00.132265293+00:00,24,1,42016394,,-35.5,2147483647,29556862,12119,8,15,1,0,MZSQ6-MZSF7
2026-07-01 00:01:00.133444769+00:00,2026-07-01 00:01:00.132266277+00:00,24,1,42016394,,-34.0,2147483647,29556869,12615,7,15,1,0,MZSQ6-MZSF7
2026-07-01 00:01:00.133520222+00:00,2026-07-01 00:01:00.132267259+00:00,24,1,42022854,,-43.5,2147483647,29556877,12164,8,15,1,0,MZSQ6-MZSH7
2026-07-01 00:01:00.133539190+00:00,2026-07-01 00:01:00.132267259+00:00,24,1,42022854,,-42.0,2147483647,29556879,12299,7,15,1,0,MZSQ6-MZSH7
2026-07-01 00:01:00.133558908+00:00,2026-07-01 00:01:00.132268247+00:00,24,1,42022114,,-83.0,2147483647,29556881,12045,8,15,1,0,MZSQ6-MZSN7
2026-07-01 00:01:00.133576974+00:00,2026-07-01 00:01:00.132268247+00:00,24,1,42022114,,-32.0,2147483647,29556883,12482,7,15,1,0,MZSQ6-MZSN7
2026-07-01 00:01:00.133596614+00:00,2026-07-01 00:01:00.132268247+00:00,24,1,42060537,,-15.5,2147483647,29556885,12004,8,15,1,0,MZSU6-MZSX6
2026-07-01 00:01:00.133637796+00:00,2026-07-01 00:01:00.132269231+00:00,24,1,42060537,,-15.0,2147483647,29556890,11683,7,15,1,0,MZSU6-MZSX6
