ts_recv,ts_event,rtype,publisher_id,instrument_id,ts_ref,price,quantity,sequence,ts_in_delta,stat_type,channel_id,update_action,stat_flags,symbol
2026-07-01 00:00:00.025494151+00:00,2026-07-01 00:00:00+00:00,24,1,42003880,,588.0,2147483647,29471152,15303,5,15,1,0,MZWU6
2026-07-01 00:00:00.025494151+00:00,2026-07-01 00:00:00+00:00,24,1,42003115,,605.0,2147483647,29471152,15303,5,15,1,0,MZWZ6
2026-07-01 00:00:00.025494151+00:00,2026-07-01 00:00:00+00:00,24,1,42003880,,588.0,2147483647,29471152,15303,4,15,1,0,MZWU6
2026-07-01 00:00:00.025494151+00:00,2026-07-01 00:00:00+00:00,24,1,42003115,,605.0,2147483647,29471152,15303,4,15,1,0,MZWZ6
2026-07-01 00:00:00.025494151+00:00,2026-07-01 00:00:00+00:00,24,1,42003880,,588.0,2147483647,29471152,15303,1,15,1,0,MZWU6
2026-07-01 00:00:00.025494151+00:00,2026-07-01 00:00:00+00:00,24,1,42003115,,605.0,2147483647,29471152,15303,1,15,1,0,MZWZ6
2026-07-01 00:00:00.036469432+00:00,2026-07-01 00:00:00.003106301+00:00,24,1,42003115,,598.0,2147483647,29471260,22875,8,15,1,0,MZWZ6
2026-07-01 00:00:00.036469432+00:00,2026-07-01 00:00:00.003106301+00:00,24,1,42003115,,605.0,2147483647,29471260,22875,7,15,1,0,MZWZ6
2026-07-01 00:00:10.000476430+00:00,2026-07-01 00:00:10.000144265+00:00,24,1,42003880,,587.0,2147483647,29519616,13341,8,15,1,0,MZWU6
2026-07-01 00:00:10.000476430+00:00,2026-07-01 00:00:10.000144265+00:00,24,1,42003880,,590.5,2147483647,29519616,13341,7,15,1,0,MZWU6
2026-07-01 00:00:10.000780580+00:00,2026-07-01 00:00:10.000326177+00:00,24,1,42003880,,588.0,2147483647,29519627,11909,8,15,1,0,MZWU6
2026-07-01 00:01:00.543835841+00:00,2026-07-01 00:01:00.543460375+00:00,24,1,42791374,,625.5,2147483647,29558922,12931,8,15,1,0,MZWN7
2026-07-01 00:01:00.543835841+00:00,2026-07-01 00:01:00.543460375+00:00,24,1,42791374,,724.5,2147483647,29558922,12931,7,15,1,0,MZWN7
2026-07-01 00:01:00.543874892+00:00,2026-07-01 00:01:00.543575533+00:00,24,1,42003880,,589.5,2147483647,29558926,12645,7,15,1,0,MZWU6
2026-07-01 00:01:00.543889177+00:00,2026-07-01 00:01:00.543575533+00:00,24,1,42003115,,603.0,2147483647,29558927,13997,8,15,1,0,MZWZ6
2026-07-01 00:01:00.543901099+00:00,2026-07-01 00:01:00.543575533+00:00,24,1,42003115,,604.5,2147483647,29558928,12764,7,15,1,0,MZWZ6
2026-07-01 00:01:00.543919684+00:00,2026-07-01 00:01:00.543575533+00:00,24,1,42791430,,616.5,2147483647,29558929,12179,8,15,1,0,MZWH7
2026-07-01 00:01:00.543919684+00:00,2026-07-01 00:01:00.543575533+00:00,24,1,42791430,,670.0,2147483647,29558929,12179,7,15,1,0,MZWH7
2026-07-01 00:01:00.543931875+00:00,2026-07-01 00:01:00.543575533+00:00,24,1,42791430,,618.0,2147483647,29558930,12577,7,15,1,0,MZWH7
2026-07-01 00:01:00.543949634+00:00,2026-07-01 00:01:00.543575533+00:00,24,1,42791400,,621.0,2147483647,29558931,12371,8,15,1,0,MZWK7
2026-07-01 00:01:00.543964014+00:00,2026-07-01 00:01:00.543581023+00:00,24,1,42791374,,636.0,2147483647,29558932,12445,7,15,1,0,MZWN7
2026-07-01 00:01:00.544066402+00:00,2026-07-01 00:01:00.543696141+00:00,24,1,42791400,,630.5,2147483647,29558941,12524,7,15,1,0,MZWK7
2026-07-01 00:01:00.544364083+00:00,2026-07-01 00:01:00.543822087+00:00,24,1,42050403,,-21.0,2147483647,29558971,12116,8,15,1,0,MZWU6-MZWZ6
2026-07-01 00:01:00.544391979+00:00,2026-07-01 00:01:00.543822087+00:00,24,1,42050403,,-9.5,2147483647,29558974,12190,7,15,1,0,MZWU6-MZWZ6
2026-07-01 00:01:00.544417071+00:00,2026-07-01 00:01:00.543888075+00:00,24,1,42791772,,-43.0,2147483647,29558977,12070,8,15,1,0,MZWU6-MZWK7
2026-07-01 00:01:00.544440245+00:00,2026-07-01 00:01:00.543888075+00:00,24,1,42791772,,-31.0,2147483647,29558979,11469,7,15,1,0,MZWU6-MZWK7
2026-07-01 00:01:00.544470675+00:00,2026-07-01 00:01:00.543888075+00:00,24,1,42791773,,-48.0,2147483647,29558982,13222,8,15,1,0,MZWU6-MZWN7
2026-07-01 00:01:00.544488723+00:00,2026-07-01 00:01:00.543889061+00:00,24,1,42791773,,-36.0,2147483647,29558984,11948,7,15,1,0,MZWU6-MZWN7
2026-07-01 00:01:00.544511531+00:00,2026-07-01 00:01:00.543889061+00:00,24,1,42791830,,-67.0,2147483647,29558987,11510,8,15,1,0,MZWU6-MZWU7
2026-07-01 00:01:00.544542057+00:00,2026-07-01 00:01:00.543889061+00:00,24,1,42791830,,-39.5,2147483647,29558991,11517,7,15,1,0,MZWU6-MZWU7
2026-07-01 00:01:00.544571758+00:00,2026-07-01 00:01:00.543890111+00:00,24,1,42791831,,-37.0,2147483647,29558994,13762,7,15,1,0,MZWU6-MZWZ7
2026-07-01 00:01:00.544940341+00:00,2026-07-01 00:01:00.544079183+00:00,24,1,42791725,,-34.5,2147483647,29559034,12567,8,15,1,0,MZWU6-MZWH7
