ts_recv,ts_event,rtype,publisher_id,instrument_id,ts_ref,price,quantity,sequence,ts_in_delta,stat_type,channel_id,update_action,stat_flags,symbol
2026-07-01 00:00:00.574140913+00:00,2026-07-01 00:00:00.568447875+00:00,24,1,42026511,,70.12,2147483647,172654645,14172,8,26,1,0,MCLQ6
2026-07-01 00:00:00.833161539+00:00,2026-07-01 00:00:00.832411581+00:00,24,1,42365538,,0.32,2147483647,172657967,18287,5,26,1,0,MCLV6-MCLX6
2026-07-01 00:00:01.156644211+00:00,2026-07-01 00:00:01.156537003+00:00,24,1,42257733,,0.77,2147483647,172660547,11621,8,26,1,0,MCLQ6-MCLX6
2026-07-01 00:00:01.169635176+00:00,2026-07-01 00:00:01.168993475+00:00,24,1,42257733,,1.01,2147483647,172660880,14942,7,26,1,0,MCLQ6-MCLX6
2026-07-01 00:00:01.194722087+00:00,2026-07-01 00:00:01.194616211+00:00,24,1,42224682,,1.37,2147483647,172661558,11891,7,26,1,0,MCLQ6-MCLZ6
2026-07-01 00:00:01.250055220+00:00,2026-07-01 00:00:01.248037121+00:00,24,1,42598223,,0.55,2147483647,172663042,11367,8,26,1,0,MCLQ6-MCLV6
2026-07-01 00:00:01.256116420+00:00,2026-07-01 00:00:01.256000549+00:00,24,1,42155862,,0.91,2147483647,172663206,15041,8,26,1,0,MCLU6-MCLZ6
2026-07-01 00:00:01.256116420+00:00,2026-07-01 00:00:01.256000549+00:00,24,1,42155862,,1.45,2147483647,172663206,15041,7,26,1,0,MCLU6-MCLZ6
2026-07-01 00:00:01.283350299+00:00,2026-07-01 00:00:01.283249569+00:00,24,1,42155862,,1.1,2147483647,172663370,11623,7,26,1,0,MCLU6-MCLZ6
2026-07-01 00:00:01.323859550+00:00,2026-07-01 00:00:01.323735835+00:00,24,1,42224682,,1.17,2147483647,172663740,16391,8,26,1,0,MCLQ6-MCLZ6
2026-07-01 00:00:01.345458815+00:00,2026-07-01 00:00:01.344856887+00:00,24,1,42155862,,1.01,2147483647,172664059,12361,7,26,1,0,MCLU6-MCLZ6
2026-07-01 00:00:01.345458815+00:00,2026-07-01 00:00:01.344859671+00:00,24,1,42155862,,0.97,2147483647,172664059,12361,8,26,1,0,MCLU6-MCLZ6
2026-07-01 00:00:01.452961178+00:00,2026-07-01 00:00:01.452848335+00:00,24,1,42155862,,1.0,2147483647,172665105,15144,7,26,1,0,MCLU6-MCLZ6
2026-07-01 00:00:01.470830034+00:00,2026-07-01 00:00:01.470704991+00:00,24,1,42224682,,1.18,2147483647,172665185,10486,8,26,1,0,MCLQ6-MCLZ6
2026-07-01 00:00:03.476753145+00:00,2026-07-01 00:00:03.474866041+00:00,24,1,42155862,,0.98,2147483647,172673319,11357,8,26,1,0,MCLU6-MCLZ6
2026-07-01 00:00:06.104194475+00:00,2026-07-01 00:00:06.102450909+00:00,24,1,42155862,,0.99,2147483647,172677131,11575,8,26,1,0,MCLU6-MCLZ6
2026-07-01 00:00:06.230454082+00:00,2026-07-01 00:00:06.230084805+00:00,24,1,42224682,,1.2,2147483647,172680325,11351,8,26,1,0,MCLQ6-MCLZ6
2026-07-01 00:00:09.845695759+00:00,2026-07-01 00:00:09.845588953+00:00,24,1,42257733,,0.78,2147483647,172688231,13387,8,26,1,0,MCLQ6-MCLX6
2026-07-01 00:00:09.874441500+00:00,2026-07-01 00:00:09.874335085+00:00,24,1,42224682,,1.36,2147483647,172688391,14501,7,26,1,0,MCLQ6-MCLZ6
2026-07-01 00:00:17.183128726+00:00,2026-07-01 00:00:17.183029459+00:00,24,1,42257733,,0.79,2147483647,172696483,11387,8,26,1,0,MCLQ6-MCLX6
2026-07-01 00:00:23.693077191+00:00,2026-07-01 00:00:23.692975165+00:00,24,1,42224682,,1.21,2147483647,172705488,14956,8,26,1,0,MCLQ6-MCLZ6
2026-07-01 00:00:23.796940118+00:00,2026-07-01 00:00:23.796834225+00:00,24,1,42598223,,0.56,2147483647,172706157,14629,8,26,1,0,MCLQ6-MCLV6
2026-07-01 00:00:23.807314854+00:00,2026-07-01 00:00:23.807197065+00:00,24,1,42224682,,1.22,2147483647,172706185,14952,8,26,1,0,MCLQ6-MCLZ6
2026-07-01 00:00:24.403914757+00:00,2026-07-01 00:00:24.402721685+00:00,24,1,42211007,,0.36,2147483647,172708018,11552,8,26,1,0,MCLX6-MCLZ6
2026-07-01 00:00:24.406135102+00:00,2026-07-01 00:00:24.403928313+00:00,24,1,42155862,,1.0,2147483647,172708165,12196,8,26,1,0,MCLU6-MCLZ6
2026-07-01 00:00:24.410428708+00:00,2026-07-01 00:00:24.407500509+00:00,24,1,42365538,,0.32,2147483647,172708510,14948,8,26,1,0,MCLV6-MCLX6
2026-07-01 00:00:24.412393425+00:00,2026-07-01 00:00:24.409411957+00:00,24,1,42155862,,1.01,2147483647,172708648,15265,8,26,1,0,MCLU6-MCLZ6
2026-07-01 00:00:24.418091335+00:00,2026-07-01 00:00:24.417967161+00:00,24,1,42026511,,70.13,2147483647,172708978,15768,8,26,1,0,MCLQ6
2026-07-01 00:00:24.496444366+00:00,2026-07-01 00:00:24.496338433+00:00,24,1,42224682,,1.24,2147483647,172709507,14418,8,26,1,0,MCLQ6-MCLZ6
2026-07-01 00:00:30.833807396+00:00,2026-07-01 00:00:30.833639127+00:00,24,1,42026511,,70.14,2147483647,172714651,13075,8,26,1,0,MCLQ6
