path	kind	tracked	bytes	sha256
.codex/agents/AutoTrade_A05_PhaseExecutionPlanner_v0_1.json	managed_config	True	3753	6a2356e6301ea06498155e467f9d8fc7490e27d4ece970c5c5c3ff5aed24fdd6
.codex/agents/AutoTrade_A06_AiComponentEngineer_v0_1.json	managed_config	True	2983	e8bef5cb5224ed61da5ec01c0819cfa79244114f8f6badbc16c57ee292f87ced
.codex/agents/AutoTrade_A10_RequirementsCurator_v0_1.json	managed_config	True	1064	76a4932e5e9d0052a0bec4570c0797de906e563f55447a02b7182a45a78beec8
.codex/agents/AutoTrade_A110_PythonTestEngineer_v0_1.json	managed_config	True	1030	0a6ddeb43421d3483025874ffb4af80a447a3a5aed0b239d716a875237f8c2fd
.codex/agents/AutoTrade_A120_PythonImplementer_v0_1.json	managed_config	True	952	a389c1ba00657488c06d7a5b2cd81033ae40952983cb734096412ade40eb6a41
.codex/agents/AutoTrade_A130_VerificationEngineer_v0_1.json	managed_config	True	962	528ea1f87beaa501562b0bbbd2e430f95c207dda3291d673aab5f4a689ef16ea
.codex/agents/AutoTrade_A140_DebugEngineer_v0_1.json	managed_config	True	971	77d037d2537200526e9de2bd4a924e60266cd9081b5e056b2d91aab165f42c49
.codex/agents/AutoTrade_A150_PythonCodeReviewer_v0_1.json	managed_config	True	948	ca09be9f07533054a93c2728e29e21156431fb6ea744dd94a3d5ff4b53e07a37
.codex/agents/AutoTrade_A160_TradingSecurityReviewer_v0_1.json	managed_config	True	1045	fb16303344820db4e0b8daf7ffe9e4c002257ead07af30ef4a8bfea200752564
.codex/agents/AutoTrade_A170_UiMockEngineer_v0_1.json	managed_config	True	1955	c4eeadfa1e0807a3f0a354c64eae5b48b48cb89d7f093ba0f7a8afee21debef5
.codex/agents/AutoTrade_A171_UiVisualQaReviewer_v0_1.json	managed_config	True	2100	6173c52abaededde3a8ea9331c01d615b1db4057eac49cee856224dc704117c4
.codex/agents/AutoTrade_A20_ArchitectureDomainArchitect_v0_1.json	managed_config	True	1100	f845d5d34fa111b8fceaad908f1cb8d0a4282400737a97cac9f79fc24a08dacf
.codex/agents/AutoTrade_A30_StrategyQaArchitect_v0_1.json	managed_config	True	1223	c7d1c88f27f9a43be4d6ce5804d56fdb115a2b859b824ea58c68c0a741d4eb0d
.codex/agents/AutoTrade_A40_ExecutionEnginePocArchitect_v0_1.json	managed_config	True	1141	47127fa3995dc079067522b1a75b91517af1f472c3f77c74aee88baf6974e9be
.codex/agents/AutoTrade_A50_AdapterArchitect_v0_1.json	managed_config	True	940	c41bfe4e2cc8b1d8931c6a9b91b5b71bea1efebfdb6ee3341876aaca8ec1aaf3
.codex/agents/AutoTrade_A60_RiskAccountArchitect_v0_1.json	managed_config	True	959	3717ca9695ca55938d8a5286dede77e8daf99bef3dff077a16ebb5f07ac94831
.codex/agents/AutoTrade_A70_OpsSecurityArchitect_v0_1.json	managed_config	True	997	f76d2b740a07b35fbcc8efa39956d6d93c80797720b4b1e246678aa1213c88d7
.codex/agents/AutoTrade_A80_DocumentIntegrator_v0_1.json	managed_config	True	1061	73bc769124981839627461b7f29695c43ea79473f3ffe6c945082a51ff553fd4
.codex/agents/AutoTrade_A81_DesignDocSetWriter_v0_1.json	managed_config	True	2064	b97f1bc7b36b33299b902a764fed1d09ac318d5c47f5bc787d04a6ddf9b6b3e4
.codex/agents/AutoTrade_A82_ImplementationDetailDesigner_v0_1.json	managed_config	True	2637	e6ff9387151f6299606c0022a1e259e397550f84764461e804abe31742aa4dee
.codex/agents/AutoTrade_A90_DesignReviewer_v0_1.json	managed_config	True	1059	a9caaaec6cccac8e83cb8d45d2bc11a42d8ac00d1ea86030e6d40ae63765e9ea
.codex/agents/AutoTrade_A91_ImplementationDetailReviewer_v0_1.json	managed_config	True	2365	47f3155756dcd439c2d2100b603836827c20a560b9fe2338442a4de90e30c76c
.codex/agents/AutoTradePhase1_A00_Orchestrator_v0_1.json	managed_config	True	805	01105e6265496ea673aad194a46966a753562be19f44fb4d6cb1ef5d1daee38a
.codex/agents/AutoTradePhase1_A01_RequirementsCurator_v0_1.json	managed_config	True	756	0b0c2beaecd3781325594181f41e5af0aab02f5920767b3916eaf17cda3ca673
.codex/agents/AutoTradePhase1_A02_SystemArchitect_v0_1.json	managed_config	True	664	28d117f4af178f2971bf733d06bf4939b7bec6b408abe40bf5f9d4161afed934
.codex/agents/AutoTradePhase1_A03_DomainArchitect_v0_1.json	managed_config	True	624	086319226fe28f6d5ac172da0c970f0ce7bbd1fd78123c4122cb5333a61913e8
.codex/agents/AutoTradePhase1_A04_StrategyArchitect_v0_1.json	managed_config	True	644	c120205a377266093a67441a905ba039a45c3e35c6fe23fe2beaafad7f7787b4
.codex/agents/AutoTradePhase1_A05_ExecutionModelArchitect_v0_1.json	managed_config	True	582	6b4cd6ffa2fa499d11bed0d7a0998b725a920e5c777cb60351421276a80c0cc9
.codex/agents/AutoTradePhase1_A06_EnginePocAnalyst_v0_1.json	managed_config	True	619	0078b9f3c4d9cc240e911002963fa9ce9e08c0b44a20f5133f9971d1c0482279
.codex/agents/AutoTradePhase1_A07_AdapterArchitect_v0_1.json	managed_config	True	564	a22d6fa5c6c510c7bfedce069eaf6674f84990e704aa84fd320bef3e4915b2ec
.codex/agents/AutoTradePhase1_A08_RiskAccountArchitect_v0_1.json	managed_config	True	621	c2c8ddeb0dda3f916153690faad2bdb5393da866035e472262019038d8857a94
.codex/agents/AutoTradePhase1_A09_OpsSecurityArchitect_v0_1.json	managed_config	True	621	a24ac2817a7895e48749726bfa007dc462fe66aedddc3298f0ec1acce7861c67
.codex/agents/AutoTradePhase1_A10_QaArchitect_v0_1.json	managed_config	True	565	7d0a0ccb102b2670335c139b7d4f542880d37d5e05155da59c68af9d887e21e0
.codex/agents/AutoTradePhase1_A11_HtmlDocumentEngineer_v0_1.json	managed_config	True	630	1794218c5a21fd772ea0bf2f79a03904b4e2ee6fe735c3bb56e36274affe9026
.codex/agents/AutoTradePhase1_A12_ConsistencyReviewer_v0_1.json	managed_config	True	542	378fd46786396eaad4e048cfff51bdc0032482eea96a8159b3ab4de88e4a65f8
.codex/agents/AutoTradePhase1_A13_RedTeamReviewer_v0_1.json	managed_config	True	567	cf1ab1df6a3d04823ea941b879f62372573b83ab74965693efcb0058e6563b7d
.codex/agents/AutoTradePhase1_A14_RevisionIntegrator_v0_1.json	managed_config	True	643	715890eeefc705afd0348b2bd2cc0c559878ff399fcc9144005c50ef3e923c3e
.codex/agents/chapter-extractor-agent.json	managed_config	True	1405	a33a88591ddb8c6494dd8a824cee387c8d51be25e75f03b9c1b0517af886ec33
.codex/agents/explainer-agent.json	managed_config	True	1342	41d4fad2125d8503cd66aeff36014db16d35c49ea2ab5dae0f5a9e7486818f88
.codex/agents/fidelity-review-agent.json	managed_config	True	1478	58491cbc9c4fc4dca17dbf61da03abfefa7a8c8ea3721914f27cede12d751afe
.codex/agents/file-writer-agent.json	managed_config	True	1346	e14d2ebcbd98c74689407f7125a7f8f9f2635f2e0b66e85bea9cff7a188a1b62
.codex/agents/final-audit-agent.json	managed_config	True	1371	17704ad9aeef4b601d34ac188687bd7063a363ff794e5900d452bad2c4274bef
.codex/agents/formula-cleaner-agent.json	managed_config	True	1472	1abbeaa89b14d43a1d7f2029143ab087b20dd7dfa85bdc1ab5eb85d66b1d8c19
.codex/agents/range-parser-agent.json	managed_config	True	1483	02833a69a798d76af1531bd79f9f05d2a233f54451f377bcfa553fbd181d7343
.codex/agents/revision-agent.json	managed_config	True	1467	ad8baf79fd17f835f9ddc90cbd902d2894dd53ac377902a57c05a5339c674108
.codex/agents/student-review-agent.json	managed_config	True	1365	9460c13d23136ec18aab5f69a109f68750338078afbc3f4fce56679317eaad83
.codex/config.json	managed_config	True	1704	e8db8ccf7cbe0bc26e87287876e3d9898df8ef0846330b8d3f04c4c593f31acf
.codex/orchestrators/AutoTradeComponentLifecycle_Orchestrator_v0_1.json	managed_config	True	5013	0a3a11bf1c1d60f597c87c8215797d26d69a65cf3d8e454e6d46900f46008f9f
.codex/orchestrators/AutoTradePhase1_Orchestrator_v0_1.json	managed_config	True	4965	f576291d07aa4d0aaa83b8c749cee8585b930c93a60b063408b0a15d1b044e22
.codex/orchestrators/AutoTradePhasePlanning_Orchestrator_v0_1.json	managed_config	True	5783	914603ebf6c64f4e9e7dc3682bae80c80c4638e5bd8e8f536125b332df35012b
.codex/orchestrators/AutoTradeProject_DesignDocSet_Orchestrator_v0_1.json	managed_config	True	5005	f8a24da51fe72c176ddc1429e5cceafa6868a6777ad2943c0e0c52458d8c6057
.codex/orchestrators/AutoTradeProject_ImplementationDesign_Orchestrator_v0_1.json	managed_config	True	7477	672f9bcd51c63aadb5dff77aef6ff1de69e3646cd2fb0118f124bab34125957b
.codex/orchestrators/AutoTradeProject_ImplementationQuality_Orchestrator_v0_1.json	managed_config	True	6358	90e1f8235d582520f6884b70128e34f68cff85f127c66c68b754ece0ffcca0db
.codex/orchestrators/AutoTradeProject_Orchestrator_v0_1.json	managed_config	True	4657	b5db1c37a7386b07ea6829f065bb914f4499ab345bc7d67b7ac6611cb1ebed72
.codex/orchestrators/AutoTradeProject_UiMock_Orchestrator_v0_1.json	managed_config	True	5228	bd17773e06572cd2a7aa967869828e1a8238a5166056d33e17ce83879e12943e
.codex/orchestrators/middle-school-explanation-orchestrator.json	managed_config	True	5908	f68fd7ffa96f65fdd66119ca10c00c0f8db02f8d0cdf55188b22d5592cc102b5
.codex/skills/autotrade_phase1_skill_adapter_boundary_v0_1/SKILL.md	managed_document	True	849	481c54f7d9fbc471890592c3edd979d5531a611830d195e5f6f2eff3adbbf6f4
.codex/skills/autotrade_phase1_skill_architecture_writer_v0_1/SKILL.md	managed_document	True	895	15325eac13bd1b22872852608c8558ba8134317f381bbdd9c3f536c39ebc6b12
.codex/skills/autotrade_phase1_skill_design_reviewer_v0_1/SKILL.md	managed_document	True	802	ab1e7c1263ec877386df46dbfa566857912772e1395e92751dfcd96733949854
.codex/skills/autotrade_phase1_skill_domain_modeling_v0_1/SKILL.md	managed_document	True	884	5302776359fd016f759e25fa61ccf98c2cea665a2763cae3c8b57ad9819f410b
.codex/skills/autotrade_phase1_skill_execution_model_v0_1/SKILL.md	managed_document	True	879	f5351bcd31244515bf3b58da38b986d87576f72094f464f929c3a2a74dd03961
.codex/skills/autotrade_phase1_skill_golden_test_v0_1/SKILL.md	managed_document	True	813	0e48505c1e7b9ed691bae8c463a08306cee11adf0889973d0358345415350525
.codex/skills/autotrade_phase1_skill_html_doc_writer_v0_1/SKILL.md	managed_document	True	817	21f05bf08ae02985b4535ff2d4a52e8c1600b75fed6375b731a67c6a9593a45a
.codex/skills/autotrade_phase1_skill_official_research_v0_1/SKILL.md	managed_document	True	859	a778c02559aedb8ce755ceac61fc458b706fc7e2ff9eddb146590b8ab822551e
.codex/skills/autotrade_phase1_skill_ops_security_v0_1/SKILL.md	managed_document	True	886	6a2678623703334c6fd7c8ddbe1ecc2dfb49bd6964184d3746e9497f485ed8a1
.codex/skills/autotrade_phase1_skill_orchestration_v0_1/SKILL.md	managed_document	True	980	08cd5bea7d036df496e27e1a029697f492d6a3119a0e2f709665f0139a6f0e8e
.codex/skills/autotrade_phase1_skill_poc_design_v0_1/SKILL.md	managed_document	True	824	cb9e9d5646edaf0d014cf2c42332f549bd0fff4c391f3994bf8a0890f5b8371f
.codex/skills/autotrade_phase1_skill_red_team_review_v0_1/SKILL.md	managed_document	True	806	5b5c5b0d577fb9399225550830ee80efdf650bed0b74d6ea5225d13cd7965679
.codex/skills/autotrade_phase1_skill_revision_integrator_v0_1/SKILL.md	managed_document	True	812	45f894308b2fadfc46b009e789b1cc4d3a33e6f1bd73a9bff5b1953cfb8a2c6b
.codex/skills/autotrade_phase1_skill_risk_account_design_v0_1/SKILL.md	managed_document	True	847	8b249fb5c9b85609b9a9669439152a41d015634de17d071c22b697acead147a7
