timestamp,open,high,low,close,volume,symbol
2025-02-24 01:00:00+00:00,603.5,603.5,601.0,602.5,90,MZWK5
2025-02-24 01:00:00+00:00,614.5,615.0,614.5,615.0,40,MZWN5
2025-02-24 01:00:00+00:00,630.5,630.5,628.5,629.0,50,MZWU5
2025-02-24 01:01:00+00:00,630.0,630.0,630.0,630.0,10,MZWU5
2025-02-24 01:01:00+00:00,603.0,603.0,603.0,603.0,10,MZWK5
2025-02-24 01:02:00+00:00,603.0,603.0,603.0,603.0,10,MZWK5
2025-02-24 01:02:00+00:00,616.0,616.5,616.0,616.5,30,MZWN5
2025-02-24 01:02:00+00:00,630.5,630.5,630.5,630.5,10,MZWU5
2025-02-24 01:03:00+00:00,616.5,616.5,616.5,616.5,10,MZWN5
2025-02-24 01:03:00+00:00,630.5,630.5,630.5,630.5,10,MZWU5
2025-02-24 01:03:00+00:00,603.0,603.5,603.0,603.5,30,MZWK5
2025-02-24 01:04:00+00:00,603.0,603.0,603.0,603.0,30,MZWK5
2025-02-24 01:05:00+00:00,603.0,603.0,603.0,603.0,10,MZWK5
2025-02-24 01:05:00+00:00,616.5,616.5,616.5,616.5,10,MZWN5
2025-02-24 01:06:00+00:00,631.0,631.0,630.5,630.5,30,MZWU5
2025-02-24 01:06:00+00:00,603.5,603.5,603.5,603.5,10,MZWK5
2025-02-24 01:06:00+00:00,617.0,617.0,616.5,616.5,50,MZWN5
2025-02-24 01:07:00+00:00,616.5,616.5,616.5,616.5,84,MZWN5
2025-02-24 01:07:00+00:00,603.5,603.5,603.5,603.5,24,MZWK5
2025-02-24 01:08:00+00:00,603.5,603.5,603.5,603.5,83,MZWK5
2025-02-24 01:10:00+00:00,603.5,603.5,603.5,603.5,20,MZWK5
2025-02-24 01:10:00+00:00,631.0,631.0,631.0,631.0,10,MZWU5
2025-02-24 01:11:00+00:00,616.5,616.5,616.5,616.5,13,MZWN5
2025-02-24 01:11:00+00:00,630.5,630.5,630.5,630.5,10,MZWU5
2025-02-24 01:12:00+00:00,630.5,630.5,630.5,630.5,10,MZWU5
2025-02-24 01:13:00+00:00,603.0,603.0,603.0,603.0,10,MZWK5
2025-02-24 01:13:00+00:00,616.5,616.5,616.5,616.5,40,MZWN5
2025-02-24 01:14:00+00:00,603.0,603.0,603.0,603.0,20,MZWK5
2025-02-24 01:14:00+00:00,630.5,630.5,630.5,630.5,20,MZWU5
2025-02-24 01:15:00+00:00,603.0,603.0,603.0,603.0,20,MZWK5
2025-02-24 01:17:00+00:00,602.5,602.5,602.5,602.5,10,MZWK5
2025-02-24 01:17:00+00:00,630.0,630.0,630.0,630.0,20,MZWU5
2025-02-24 01:18:00+00:00,602.5,602.5,602.5,602.5,10,MZWK5
2025-02-24 01:20:00+00:00,630.0,630.0,630.0,630.0,10,MZWU5
2025-02-24 01:20:00+00:00,602.5,602.5,602.5,602.5,10,MZWK5
2025-02-24 01:22:00+00:00,616.0,616.0,616.0,616.0,10,MZWN5
2025-02-24 01:25:00+00:00,616.0,616.0,616.0,616.0,10,MZWN5
2025-02-24 01:28:00+00:00,630.0,630.0,630.0,630.0,10,MZWU5
2025-02-24 01:28:00+00:00,602.5,602.5,602.5,602.5,10,MZWK5
2025-02-24 01:29:00+00:00,602.5,602.5,602.5,602.5,10,MZWK5
2025-02-24 01:32:00+00:00,630.0,630.0,630.0,630.0,10,MZWU5
2025-02-24 01:32:00+00:00,602.5,602.5,602.5,602.5,10,MZWK5
2025-02-24 01:34:00+00:00,616.0,616.0,616.0,616.0,10,MZWN5
2025-02-24 01:37:00+00:00,616.5,616.5,616.5,616.5,10,MZWN5
2025-02-24 01:37:00+00:00,603.0,603.0,603.0,603.0,10,MZWK5
2025-02-24 01:40:00+00:00,616.0,616.0,616.0,616.0,10,MZWN5
2025-02-24 01:41:00+00:00,602.5,602.5,602.5,602.5,30,MZWK5
2025-02-24 01:41:00+00:00,616.0,616.0,616.0,616.0,10,MZWN5
2025-02-24 01:41:00+00:00,630.0,630.0,630.0,630.0,2,MZWU5
2025-02-24 02:28:00+00:00,601.0,601.0,601.0,601.0,10,MZWK5
2025-02-24 02:53:00+00:00,601.0,601.0,601.0,601.0,10,MZWK5
